Site,Species,Tag_ID,Tiller_25,attachedInf_25,brokenInf_25,Spikelet_A,Spikelet_B,Spikelet_C,tiller_herb_25,stroma_25,date_25
BAS,AGHY,933,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,934,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,935,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,938,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,939,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,940,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,942,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,943,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,944,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,945,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,925,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,926,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,927,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,930,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,842,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,853,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,855,0,NA,NA,NA,NA,NA,NA,0,2025-05-12
BAS,AGHY,857,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,858,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,861,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,863,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,864,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,865,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,866,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,870,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,948,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,952,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,959,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BAS,AGHY,960,0,NA,NA,NA,NA,NA,NA,0,2025-05-13
BFL,AGHY,71,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,72,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,73,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,74,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,75,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,76,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,77,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,78,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,79,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,80,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,81,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,82,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,83,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,84,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,85,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,86,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,87,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,88,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,89,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,90,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,91,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,92,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,93,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,94,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,95,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,96,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,97,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,98,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,99,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,160,3,1,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,161,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,162,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,163,3,1,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,164,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,165,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,166,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,167,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,168,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,169,1,0,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,170,2,1,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,171,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,172,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,173,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,174,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,190,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,191,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,194,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,195,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,199,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,200,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,203,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,204,0,NA,NA,NA,NA,NA,NA,0,2025-05-21
BFL,AGHY,205,5,2,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,206,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,207,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,208,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,209,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,210,3,2,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,211,1,1,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,212,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,213,1,0,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,214,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,217,1,0,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,218,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,219,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,119,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,120,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,124,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,125,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,126,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,127,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,128,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,222,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,225,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,229,1,0,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,231,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,232,2,0,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,233,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,220,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,130,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,131,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,132,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,133,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,134,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,135,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,136,3,0,NA,NA,NA,NA,0,0,2025-05-22
BFL,AGHY,137,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,138,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,139,0,NA,NA,NA,NA,NA,NA,0,2025-05-22
BFL,AGHY,140,3,1,NA,NA,NA,NA,0,0,2025-05-22
BFL,POAU,175,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,178,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,179,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,180,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,186,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,100,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,101,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,104,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,105,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,106,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,108,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,109,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,110,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,112,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,113,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,114,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,48,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,49,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,51,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,145,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,146,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,148,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,149,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,150,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,151,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,153,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,154,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,155,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,157,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,1,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,3,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,4,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,7,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,8,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,11,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,12,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,26,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,27,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,28,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,29,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,30,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,31,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,32,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,33,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,35,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,36,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,37,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,38,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,39,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,596,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,595,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,16,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,17,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,597,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,18,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,19,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,20,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,598,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,21,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,22,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,23,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,593,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,594,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,24,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,55,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,56,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,57,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,58,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,59,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,60,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,61,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,62,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,63,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,64,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,65,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,66,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,67,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,68,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
BFL,POAU,69,0,NA,NA,NA,NA,NA,NA,NA,2025-05-21
KER,AGHY,3001,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3002,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3003,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3004,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3005,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3006,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3007,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3008,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3009,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3010,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3011,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3012,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3013,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3014,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3019,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3020,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3021,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3017,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3018,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3016,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3015,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3022,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3023,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3024,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3025,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3026,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3028,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3029,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3032,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3030,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3031,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3027,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3033,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3034,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3036,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3037,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3038,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3039,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3040,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3041,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3042,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3043,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3044,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3045,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3046,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3047,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3048,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3049,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3050,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3051,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3052,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3053,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3090,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3091,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3098,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3099,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3092,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3093,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3101,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3100,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3094,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3095,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3102,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3103,5,4,NA,NA,NA,NA,3,0,2025-05-15
KER,AGHY,3096,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3097,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3104,11,2,NA,NA,NA,NA,0,0,2025-05-15
KER,AGHY,3121,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3115,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3118,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3107,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3116,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3119,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3105,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3106,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3120,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3117,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3114,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3054,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3055,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3056,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3057,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3035,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3058,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3059,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3122,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3123,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3124,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3125,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3126,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3127,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,AGHY,3128,0,NA,NA,NA,NA,NA,NA,0,2025-05-15
KER,POAU,3069,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3070,4,0,0,NA,NA,NA,0,NA,2025-05-15
KER,POAU,3071,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3072,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3073,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3074,4,0,0,NA,NA,NA,0,NA,2025-05-15
KER,POAU,3080,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3081,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3082,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3083,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3084,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3075,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3076,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3077,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3078,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3079,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3085,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3086,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3088,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3089,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3087,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3060,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3061,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3062,2,2,0,8,9,NA,1,NA,2025-05-15
KER,POAU,3063,6,5,0,9,11,12,0,NA,2025-05-15
KER,POAU,3064,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3065,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
KER,POAU,3066,2,0,0,NA,NA,NA,0,NA,2025-05-15
KER,POAU,3067,1,0,0,NA,NA,NA,0,NA,2025-05-15
KER,POAU,3068,0,NA,NA,NA,NA,NA,NA,NA,2025-05-15
COL,ELVI,2507,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2508,1,0,0,NA,NA,NA,0,NA,2025-06-05
COL,ELVI,2509,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2510,2,1,1,13,NA,NA,1,NA,2025-06-05
COL,ELVI,2513,2,0,0,NA,NA,NA,0,NA,2025-06-05
COL,ELVI,2516,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2518,4,1,0,28,NA,NA,3,NA,2025-06-05
COL,ELVI,2520,7,7,0,17,19,29,6,NA,2025-06-05
COL,ELVI,2269,1,1,0,7,NA,NA,1,NA,2025-06-05
COL,ELVI,2274,8,3,1,21,21,29,2,NA,2025-06-05
COL,ELVI,2275,13,7,0,17,28,27,6,NA,2025-06-05
COL,ELVI,2276,5,4,0,27,23,25,3,NA,2025-06-05
COL,ELVI,2277,1,0,0,NA,NA,NA,0,NA,2025-06-05
COL,ELVI,2279,2,2,0,23,23,NA,1,NA,2025-06-05
COL,ELVI,2280,28,25,1,21,19,19,21,NA,2025-06-05
COL,ELVI,2281,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2257,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2262,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2264,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2265,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2266,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2240,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2231,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2176,4,3,1,19,20,18,3,NA,2025-06-05
COL,ELVI,2180,1,1,0,12,NA,NA,1,NA,2025-06-05
COL,ELVI,2182,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2183,2,1,0,11,NA,NA,0,NA,2025-06-05
COL,ELVI,2187,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
COL,ELVI,2189,0,NA,NA,NA,NA,NA,NA,NA,2025-06-05
HUN,ELVI,2118,3,1,1,31,0,0,1,NA,2025-06-03
